resultat_id,eleve_id,matiere,trimestre,moyenne
2158,180,Espagnol,T2,9.27
2159,180,Anglais,T1,8.18
2160,180,TICE,T2,15.28
2161,181,Mathématiques,T2,12.52
2162,181,EDHC,T1,9.65
2163,181,Français,T2,13.75
2164,181,Histoire-Géographie,T2,10.4
2165,181,SVT,T1,10.87
2166,181,Physique-Chimie,T3,6.5
2167,181,Arts Plastiques,T2,13.31
2168,181,Musique,T3,8.77
2169,181,EPS,T1,11.66
2170,181,Espagnol,T1,16.53
2171,181,Anglais,T3,12.42
2172,181,TICE,T3,14.32
2173,182,Mathématiques,T2,13.7
2174,182,EDHC,T2,14.27
2175,182,Français,T1,7.72
2176,182,Histoire-Géographie,T1,13.95
2177,182,SVT,T3,11.95
2178,182,Physique-Chimie,T3,13.56
2179,182,Arts Plastiques,T1,6.63
2180,182,Musique,T3,11.66
2181,182,EPS,T2,6.38
2182,182,Espagnol,T3,16.39
2183,182,Anglais,T2,11.26
2184,182,TICE,T1,7.32
2185,183,Mathématiques,T3,7.1
2186,183,EDHC,T1,8.32
2187,183,Français,T2,15.04
2188,183,Histoire-Géographie,T1,13.41
2189,183,SVT,T1,10.38
2190,183,Physique-Chimie,T3,17.2
2191,183,Arts Plastiques,T3,6.93
2192,183,Musique,T2,17.18
2193,183,EPS,T2,9.34
2194,183,Espagnol,T2,10.11
2195,183,Anglais,T1,10.72
2196,183,TICE,T3,12.87
2197,184,Mathématiques,T2,8.94
2198,184,EDHC,T2,12.66
2199,184,Français,T2,11.37
2200,184,Histoire-Géographie,T3,10.11
2201,184,SVT,T3,13.67
2202,184,Physique-Chimie,T2,13.86
2203,184,Arts Plastiques,T1,13.11
2204,184,Musique,T3,17.23
2205,184,EPS,T1,14.03
2206,184,Espagnol,T2,11.59
2207,184,Anglais,T3,10.8
2208,184,TICE,T3,12.73
2209,185,Mathématiques,T1,8.71
2210,185,EDHC,T1,6.84
2211,185,Français,T3,13.0
2212,185,Histoire-Géographie,T2,11.35
2213,185,SVT,T2,14.93
2214,185,Physique-Chimie,T3,11.63
2215,185,Arts Plastiques,T2,8.6
2216,185,Musique,T2,14.05
2217,185,EPS,T2,7.32
2218,185,Espagnol,T1,13.16
2219,185,Anglais,T1,10.9
2220,185,TICE,T3,12.16
2221,186,Mathématiques,T2,10.25
2222,186,EDHC,T3,9.28
2223,186,Français,T2,17.41
2224,186,Histoire-Géographie,T3,16.3
2225,186,SVT,T3,11.98
2226,186,Physique-Chimie,T2,16.93
2227,186,Arts Plastiques,T3,15.25
2228,186,Musique,T1,13.95
2229,186,EPS,T3,9.28
2230,186,Espagnol,T2,17.2
2231,186,Anglais,T2,14.53
2232,186,TICE,T3,14.54
2233,187,Mathématiques,T1,6.98
2234,187,EDHC,T1,14.52
2235,187,Français,T2,6.72
2236,187,Histoire-Géographie,T2,7.36
2237,187,SVT,T2,13.16
2238,187,Physique-Chimie,T2,17.45
2239,187,Arts Plastiques,T2,14.91
2240,187,Musique,T1,14.17
2241,187,EPS,T1,10.88
2242,187,Espagnol,T3,9.09
2243,187,Anglais,T2,14.18
2244,187,TICE,T2,12.35
2245,188,Mathématiques,T1,9.96
2246,188,EDHC,T1,9.58
2247,188,Français,T1,15.01
2248,188,Histoire-Géographie,T3,8.35
2249,188,SVT,T2,10.64
2250,188,Physique-Chimie,T3,8.03
2251,188,Arts Plastiques,T3,9.66
2252,188,Musique,T3,17.12
2253,188,EPS,T2,9.92
2254,188,Espagnol,T1,12.28
2255,188,Anglais,T1,8.11
2256,188,TICE,T3,12.26
2257,189,Mathématiques,T2,6.13
2258,189,EDHC,T2,7.05
2259,189,Français,T3,12.13
2260,189,Histoire-Géographie,T3,14.63
2261,189,SVT,T3,17.75
2262,189,Physique-Chimie,T2,12.73
2263,189,Arts Plastiques,T3,8.92
2264,189,Musique,T1,15.42
2265,189,EPS,T3,15.82
2266,189,Espagnol,T1,8.43
2267,189,Anglais,T2,7.07
2268,189,TICE,T2,12.26
2269,190,Mathématiques,T3,10.89
2270,190,EDHC,T1,11.86
2271,190,Français,T1,13.38
2272,190,Histoire-Géographie,T3,15.16
2273,190,SVT,T3,12.56
2274,190,Physique-Chimie,T1,17.21
2275,190,Arts Plastiques,T3,16.54
2276,190,Musique,T2,12.32
2277,190,EPS,T2,7.17
2278,190,Espagnol,T2,10.88
2279,190,Anglais,T1,13.67
2280,190,TICE,T1,17.91
2281,191,Mathématiques,T3,11.58
2282,191,EDHC,T2,10.19
2283,191,Français,T1,12.54
2284,191,Histoire-Géographie,T3,8.24
2285,191,SVT,T3,17.01
2286,191,Physique-Chimie,T3,17.98
2287,191,Arts Plastiques,T2,17.54
2288,191,Musique,T1,12.93
2289,191,EPS,T3,17.86
2290,191,Espagnol,T1,17.93
2291,191,Anglais,T2,15.42
2292,191,TICE,T1,17.46
2293,192,Mathématiques,T2,11.07
2294,192,EDHC,T1,15.7
2295,192,Français,T2,17.43
2296,192,Histoire-Géographie,T3,9.26
2297,192,SVT,T3,12.2
2298,192,Physique-Chimie,T3,9.8
2299,192,Arts Plastiques,T1,13.69
2300,192,Musique,T2,14.05
2301,192,EPS,T3,8.17
2302,192,Espagnol,T1,12.79
2303,192,Anglais,T3,11.99
2304,192,TICE,T1,11.59
2305,193,Mathématiques,T3,9.81
2306,193,EDHC,T1,8.19
2307,193,Français,T2,14.86
2308,193,Histoire-Géographie,T2,6.96
2309,193,SVT,T2,10.75
2310,193,Physique-Chimie,T2,10.35
2311,193,Arts Plastiques,T2,8.8
2312,193,Musique,T2,13.47
2313,193,EPS,T2,13.81
2314,193,Espagnol,T3,8.13
2315,193,Anglais,T1,17.23
2316,193,TICE,T3,10.5
2317,194,Mathématiques,T3,11.39
2318,194,EDHC,T2,7.05
2319,194,Français,T2,14.35
2320,194,Histoire-Géographie,T2,11.76
2321,194,SVT,T1,17.97
2322,194,Physique-Chimie,T1,13.78
2323,194,Arts Plastiques,T2,14.37
2324,194,Musique,T3,16.16
2325,194,EPS,T3,15.43
2326,194,Espagnol,T1,6.78
2327,194,Anglais,T1,13.51
2328,194,TICE,T3,15.98
2329,195,Mathématiques,T1,17.8
2330,195,EDHC,T1,13.85
2331,195,Français,T1,12.57
2332,195,Histoire-Géographie,T2,11.21
2333,195,SVT,T2,6.81
2334,195,Physique-Chimie,T1,12.51
2335,195,Arts Plastiques,T3,7.95
2336,195,Musique,T3,9.35
2337,195,EPS,T1,14.86
2338,195,Espagnol,T1,8.8
2339,195,Anglais,T3,13.03
2340,195,TICE,T3,14.03
2341,196,Mathématiques,T2,6.61
2342,196,EDHC,T3,16.62
2343,196,Français,T1,12.64
2344,196,Histoire-Géographie,T3,12.56
2345,196,SVT,T1,9.32
2346,196,Physique-Chimie,T3,6.69
2347,196,Arts Plastiques,T1,8.29
2348,196,Musique,T3,14.39
2349,196,EPS,T2,9.91
2350,196,Espagnol,T1,6.4
2351,196,Anglais,T1,11.18
2352,196,TICE,T1,6.92
2353,197,Mathématiques,T2,10.72
2354,197,EDHC,T3,7.83
2355,197,Français,T2,14.64
2356,197,Histoire-Géographie,T3,10.74
2357,197,SVT,T2,8.73
2358,197,Physique-Chimie,T2,11.41
2359,197,Arts Plastiques,T2,11.86
2360,197,Musique,T1,7.65
2361,197,EPS,T2,15.18
2362,197,Espagnol,T1,8.57
2363,197,Anglais,T3,10.78
2364,197,TICE,T2,12.4
2365,198,Mathématiques,T3,6.59
2366,198,EDHC,T1,12.86
2367,198,Français,T1,16.12
2368,198,Histoire-Géographie,T2,9.18
2369,198,SVT,T3,11.42
2370,198,Physique-Chimie,T2,15.39
2371,198,Arts Plastiques,T1,11.68
2372,198,Musique,T2,11.85
2373,198,EPS,T3,13.73
2374,198,Espagnol,T1,16.1
2375,198,Anglais,T1,17.11
2376,198,TICE,T3,16.67
2377,199,Mathématiques,T1,14.56
2378,199,EDHC,T1,17.3
2379,199,Français,T3,15.95
2380,199,Histoire-Géographie,T1,9.02
2381,199,SVT,T1,13.58
2382,199,Physique-Chimie,T1,15.91
2383,199,Arts Plastiques,T1,7.73
2384,199,Musique,T2,17.04
2385,199,EPS,T1,8.8
2386,199,Espagnol,T2,15.63
2387,199,Anglais,T1,11.85
2388,199,TICE,T3,13.47
2389,200,Mathématiques,T1,11.99
2390,200,EDHC,T2,8.35
2391,200,Français,T3,8.79
2392,200,Histoire-Géographie,T2,14.81
2393,200,SVT,T2,8.13
2394,200,Physique-Chimie,T2,9.72
2395,200,Arts Plastiques,T3,7.49
2396,200,Musique,T2,16.6
2397,200,EPS,T2,6.25
2398,200,Espagnol,T3,10.17
2399,200,Anglais,T3,10.81
2400,200,TICE,T1,7.56
2401,201,Mathématiques,T2,15.49
2402,201,EDHC,T1,8.59
2403,201,Français,T1,7.1
2404,201,Histoire-Géographie,T2,7.96
2405,201,SVT,T2,9.43
2406,201,Physique-Chimie,T1,6.49
2407,201,Arts Plastiques,T2,13.15
2408,201,Musique,T1,16.41
2409,201,EPS,T1,10.38
2410,201,Espagnol,T3,6.42
2411,201,Anglais,T1,11.64
2412,201,TICE,T2,7.89
2413,202,Mathématiques,T2,13.17
2414,202,EDHC,T3,10.09
2415,202,Français,T2,17.51
2416,202,Histoire-Géographie,T3,11.26
2417,202,SVT,T2,8.42
2418,202,Physique-Chimie,T2,11.91
2419,202,Arts Plastiques,T2,12.01
2420,202,Musique,T2,16.73
2421,202,EPS,T2,16.4
2422,202,Espagnol,T1,8.74
2423,202,Anglais,T1,12.58
2424,202,TICE,T1,10.52
2425,203,Mathématiques,T3,15.47
2426,203,EDHC,T1,13.66
2427,203,Français,T3,10.39
2428,203,Histoire-Géographie,T1,14.89
2429,203,SVT,T3,15.49
2430,203,Physique-Chimie,T1,15.31
2431,203,Arts Plastiques,T2,13.83
2432,203,Musique,T2,12.1
2433,203,EPS,T2,16.59
2434,203,Espagnol,T2,12.56
2435,203,Anglais,T3,14.07
2436,203,TICE,T2,7.07
2437,204,Mathématiques,T2,13.37
2438,204,EDHC,T1,8.29
2439,204,Français,T2,8.18
2440,204,Histoire-Géographie,T2,10.12
2441,204,SVT,T3,12.48
2442,204,Physique-Chimie,T1,8.29
2443,204,Arts Plastiques,T1,15.02
2444,204,Musique,T2,10.68
2445,204,EPS,T3,10.89
2446,204,Espagnol,T3,13.45
2447,204,Anglais,T1,16.27
2448,204,TICE,T1,8.82
2449,205,Mathématiques,T2,10.37
2450,205,EDHC,T2,16.63
2451,205,Français,T1,16.13
2452,205,Histoire-Géographie,T2,8.78
2453,205,SVT,T3,11.74
2454,205,Physique-Chimie,T1,16.4
2455,205,Arts Plastiques,T1,10.28
2456,205,Musique,T3,14.69
2457,205,EPS,T3,14.29
2458,205,Espagnol,T2,10.49
2459,205,Anglais,T1,13.31
2460,205,TICE,T1,15.8
2461,206,Mathématiques,T3,6.74
2462,206,EDHC,T2,12.42
2463,206,Français,T1,15.57
2464,206,Histoire-Géographie,T3,9.22
2465,206,SVT,T2,16.25
2466,206,Physique-Chimie,T3,13.87
2467,206,Arts Plastiques,T1,11.48
2468,206,Musique,T3,9.16
2469,206,EPS,T2,7.82
2470,206,Espagnol,T1,13.85
2471,206,Anglais,T2,17.9
2472,206,TICE,T2,10.99
2473,207,Mathématiques,T1,13.17
2474,207,EDHC,T3,14.95
2475,207,Français,T1,17.33
2476,207,Histoire-Géographie,T2,8.92
2477,207,SVT,T2,8.91
2478,207,Physique-Chimie,T2,11.89
2479,207,Arts Plastiques,T1,15.2
2480,207,Musique,T3,6.75
2481,207,EPS,T1,15.29
2482,207,Espagnol,T3,17.02
2483,207,Anglais,T1,17.04
2484,207,TICE,T1,12.33
2485,208,Mathématiques,T2,11.94
2486,208,EDHC,T3,8.56
2487,208,Français,T2,13.1
2488,208,Histoire-Géographie,T2,12.18
2489,208,SVT,T1,17.45
2490,208,Physique-Chimie,T2,11.44
2491,208,Arts Plastiques,T3,12.85
2492,208,Musique,T1,11.32
2493,208,EPS,T1,8.0
2494,208,Espagnol,T1,7.2
2495,208,Anglais,T3,13.92
2496,208,TICE,T2,11.99
2497,209,Mathématiques,T2,17.31
2498,209,EDHC,T2,10.78
2499,209,Français,T2,12.61
2500,209,Histoire-Géographie,T2,17.8
2501,209,SVT,T1,8.49
2502,209,Physique-Chimie,T1,6.15
2503,209,Arts Plastiques,T3,6.79
2504,209,Musique,T2,14.5
2505,209,EPS,T1,13.38
2506,209,Espagnol,T3,9.49
2507,209,Anglais,T1,16.12
2508,209,TICE,T3,8.42
2509,210,Mathématiques,T2,15.65
2510,210,EDHC,T3,13.13
2511,210,Français,T1,6.53
2512,210,Histoire-Géographie,T2,8.52
2513,210,SVT,T2,14.23
2514,210,Physique-Chimie,T1,11.72
2515,210,Arts Plastiques,T1,14.61
2516,210,Musique,T1,9.24
2517,210,EPS,T1,17.97
2518,210,Espagnol,T2,9.71
2519,210,Anglais,T3,11.46
2520,210,TICE,T3,18.0
2521,211,Mathématiques,T3,12.38
2522,211,EDHC,T2,15.67
2523,211,Français,T1,16.1
2524,211,Histoire-Géographie,T1,13.3
2525,211,SVT,T1,13.5
2526,211,Physique-Chimie,T2,7.3
2527,211,Arts Plastiques,T1,7.35
2528,211,Musique,T3,14.14
2529,211,EPS,T2,16.33
2530,211,Espagnol,T2,7.99
2531,211,Anglais,T1,15.03
2532,211,TICE,T1,8.45
2533,212,Mathématiques,T3,8.99
2534,212,EDHC,T3,12.93
2535,212,Français,T1,15.85
2536,212,Histoire-Géographie,T3,9.26
2537,212,SVT,T1,6.31
2538,212,Physique-Chimie,T1,15.23
2539,212,Arts Plastiques,T3,8.88
2540,212,Musique,T2,8.42
2541,212,EPS,T1,10.74
2542,212,Espagnol,T1,10.33
2543,212,Anglais,T1,9.5
2544,212,TICE,T2,11.88
2545,213,Mathématiques,T2,11.37
2546,213,EDHC,T3,12.53
2547,213,Français,T2,13.47
2548,213,Histoire-Géographie,T3,6.66
2549,213,SVT,T3,10.7
2550,213,Physique-Chimie,T1,8.37
2551,213,Arts Plastiques,T1,12.32
2552,213,Musique,T1,15.76
2553,213,EPS,T3,9.63
2554,213,Espagnol,T2,16.98
2555,213,Anglais,T1,6.04
2556,213,TICE,T3,13.09
2557,214,Mathématiques,T3,15.12
2558,214,EDHC,T3,15.47
2559,214,Français,T3,7.92
2560,214,Histoire-Géographie,T1,13.38
2561,214,SVT,T2,8.13
2562,214,Physique-Chimie,T3,9.23
2563,214,Arts Plastiques,T2,9.49
2564,214,Musique,T3,13.26
2565,214,EPS,T2,14.49
2566,214,Espagnol,T3,6.14
2567,214,Anglais,T1,9.58
2568,214,TICE,T2,6.87
2569,215,Mathématiques,T2,6.34
2570,215,EDHC,T2,17.26
2571,215,Français,T1,17.4
2572,215,Histoire-Géographie,T2,13.07
2573,215,SVT,T3,17.26
2574,215,Physique-Chimie,T1,6.42
2575,215,Arts Plastiques,T2,13.15
2576,215,Musique,T1,13.84
2577,215,EPS,T2,14.86
2578,215,Espagnol,T2,14.48
2579,215,Anglais,T3,15.21
2580,215,TICE,T1,12.45
2581,216,Mathématiques,T3,6.61
2582,216,EDHC,T3,15.07
2583,216,Français,T3,10.72
2584,216,Histoire-Géographie,T2,8.21
2585,216,SVT,T2,17.07
2586,216,Physique-Chimie,T3,11.7
2587,216,Arts Plastiques,T2,10.36
2588,216,Musique,T2,6.47
2589,216,EPS,T3,17.39
2590,216,Espagnol,T3,10.84
2591,216,Anglais,T2,12.48
2592,216,TICE,T3,14.0
2593,217,Mathématiques,T2,13.35
2594,217,EDHC,T3,13.69
2595,217,Français,T3,7.15
2596,217,Histoire-Géographie,T1,11.48
2597,217,SVT,T3,9.76
2598,217,Physique-Chimie,T3,17.55
2599,217,Arts Plastiques,T1,16.04
2600,217,Musique,T1,13.86
2601,217,EPS,T3,7.4
2602,217,Espagnol,T3,7.28
2603,217,Anglais,T2,16.61
2604,217,TICE,T1,6.77
2605,218,Mathématiques,T2,16.76
2606,218,EDHC,T2,13.58
2607,218,Français,T2,14.94
2608,218,Histoire-Géographie,T2,10.45
2609,218,SVT,T3,6.57
2610,218,Physique-Chimie,T1,16.77
2611,218,Arts Plastiques,T3,13.77
2612,218,Musique,T2,8.79
2613,218,EPS,T3,6.4
2614,218,Espagnol,T1,7.19
2615,218,Anglais,T2,9.03
2616,218,TICE,T1,10.72
2617,219,Mathématiques,T1,9.01
2618,219,EDHC,T2,9.07
2619,219,Français,T3,15.58
2620,219,Histoire-Géographie,T3,9.42
2621,219,SVT,T2,15.73
2622,219,Physique-Chimie,T1,8.53
2623,219,Arts Plastiques,T3,16.44
2624,219,Musique,T2,7.58
2625,219,EPS,T1,13.79
2626,219,Espagnol,T1,9.32
2627,219,Anglais,T2,8.14
2628,219,TICE,T3,11.22
2629,220,Mathématiques,T2,14.35
2630,220,EDHC,T3,8.09
2631,220,Français,T2,8.82
2632,220,Histoire-Géographie,T1,6.64
2633,220,SVT,T3,13.97
2634,220,Physique-Chimie,T1,14.72
2635,220,Arts Plastiques,T3,14.56
2636,220,Musique,T1,6.78
2637,220,EPS,T3,8.46
2638,220,Espagnol,T1,16.42
2639,220,Anglais,T2,16.34
2640,220,TICE,T3,7.0
2641,221,Mathématiques,T3,15.75
2642,221,EDHC,T1,9.1
2643,221,Français,T1,8.04
2644,221,Histoire-Géographie,T2,11.98
2645,221,SVT,T1,7.53
2646,221,Physique-Chimie,T1,16.7
2647,221,Arts Plastiques,T3,16.82
2648,221,Musique,T1,11.8
2649,221,EPS,T3,16.7
2650,221,Espagnol,T2,17.21
2651,221,Anglais,T3,13.25
2652,221,TICE,T1,6.55
2653,222,Mathématiques,T3,6.5
2654,222,EDHC,T3,15.28
2655,222,Français,T1,12.37
2656,222,Histoire-Géographie,T1,8.12
2657,222,SVT,T2,10.92
2658,222,Physique-Chimie,T1,16.85
2659,222,Arts Plastiques,T2,9.5
2660,222,Musique,T1,9.6
2661,222,EPS,T1,6.29
2662,222,Espagnol,T3,17.24
2663,222,Anglais,T3,17.82
2664,222,TICE,T2,15.56
2665,223,Mathématiques,T1,12.76
2666,223,EDHC,T2,17.69
2667,223,Français,T2,17.1
2668,223,Histoire-Géographie,T2,6.57
2669,223,SVT,T3,9.91
2670,223,Physique-Chimie,T2,11.5
2671,223,Arts Plastiques,T2,12.42
2672,223,Musique,T2,9.9
2673,223,EPS,T2,8.01
2674,223,Espagnol,T2,10.24
2675,223,Anglais,T1,8.68
2676,223,TICE,T1,15.57
2677,224,Mathématiques,T3,9.77
2678,224,EDHC,T3,9.43
2679,224,Français,T2,8.45
2680,224,Histoire-Géographie,T1,11.0
2681,224,SVT,T3,12.14
2682,224,Physique-Chimie,T1,10.12
2683,224,Arts Plastiques,T3,12.0
2684,224,Musique,T2,11.83
2685,224,EPS,T1,9.32
2686,224,Espagnol,T2,14.16
2687,224,Anglais,T2,12.36
2688,224,TICE,T1,7.66
2689,225,Mathématiques,T2,8.79
2690,225,EDHC,T2,11.88
2691,225,Français,T1,7.57
2692,225,Histoire-Géographie,T1,13.51
2693,225,SVT,T3,8.45
2694,225,Physique-Chimie,T1,17.48
2695,225,Arts Plastiques,T3,15.07
2696,225,Musique,T1,13.01
2697,225,EPS,T3,6.32
2698,225,Espagnol,T3,12.91
2699,225,Anglais,T1,13.43
2700,225,TICE,T2,16.68
2701,226,Mathématiques,T1,9.49
2702,226,EDHC,T2,12.6
2703,226,Français,T1,16.55
2704,226,Histoire-Géographie,T1,16.34
2705,226,SVT,T3,17.87
2706,226,Physique-Chimie,T1,6.47
2707,226,Arts Plastiques,T2,7.72
2708,226,Musique,T1,10.88
2709,226,EPS,T1,17.68
2710,226,Espagnol,T1,8.07
2711,226,Anglais,T1,14.45
2712,226,TICE,T3,9.29
2713,227,Mathématiques,T1,7.34
2714,227,EDHC,T2,9.11
2715,227,Français,T2,7.64
2716,227,Histoire-Géographie,T2,14.15
2717,227,SVT,T1,15.26
2718,227,Physique-Chimie,T3,8.08
2719,227,Arts Plastiques,T1,9.37
2720,227,Musique,T1,17.35
2721,227,EPS,T2,15.12
2722,227,Espagnol,T2,6.97
2723,227,Anglais,T1,12.67
2724,227,TICE,T3,11.11
2725,228,Mathématiques,T2,9.18
2726,228,EDHC,T1,11.32
2727,228,Français,T3,9.18
2728,228,Histoire-Géographie,T2,10.57
2729,228,SVT,T3,8.85
2730,228,Physique-Chimie,T2,17.2
2731,228,Arts Plastiques,T1,10.83
2732,228,Musique,T2,16.27
2733,228,EPS,T2,9.87
2734,228,Espagnol,T2,8.13
2735,228,Anglais,T1,13.89
2736,228,TICE,T1,8.88
2737,229,Mathématiques,T1,13.72
2738,229,EDHC,T1,12.81
2739,229,Français,T2,17.76
2740,229,Histoire-Géographie,T2,14.59
2741,229,SVT,T1,12.38
2742,229,Physique-Chimie,T3,6.88
2743,229,Arts Plastiques,T1,17.58
2744,229,Musique,T2,17.36
2745,229,EPS,T2,6.09
2746,229,Espagnol,T3,12.82
2747,229,Anglais,T1,14.94
2748,229,TICE,T3,17.58
2749,230,Mathématiques,T3,6.0
2750,230,EDHC,T3,14.7
2751,230,Français,T1,17.69
2752,230,Histoire-Géographie,T1,8.34
2753,230,SVT,T3,6.73
2754,230,Physique-Chimie,T2,9.89
2755,230,Arts Plastiques,T2,6.54
2756,230,Musique,T2,14.08
2757,230,EPS,T3,17.88
2758,230,Espagnol,T2,10.95
2759,230,Anglais,T1,17.85
2760,230,TICE,T1,13.47
2761,231,Mathématiques,T1,17.62
2762,231,EDHC,T3,7.27
2763,231,Français,T2,12.86
2764,231,Histoire-Géographie,T2,15.71
2765,231,SVT,T2,13.92
2766,231,Physique-Chimie,T3,14.95
2767,231,Arts Plastiques,T3,9.07
2768,231,Musique,T2,17.52
2769,231,EPS,T3,11.15
2770,231,Espagnol,T1,15.87
2771,231,Anglais,T3,10.65
2772,231,TICE,T2,10.69
2773,232,Mathématiques,T2,7.8
2774,232,EDHC,T1,6.43
2775,232,Français,T2,14.84
2776,232,Histoire-Géographie,T3,13.67
2777,232,SVT,T3,14.35
2778,232,Physique-Chimie,T3,12.8
2779,232,Arts Plastiques,T2,15.09
2780,232,Musique,T2,10.1
2781,232,EPS,T2,15.09
2782,232,Espagnol,T1,14.7
2783,232,Anglais,T1,10.25
2784,232,TICE,T1,17.85
2785,233,Mathématiques,T2,6.29
2786,233,EDHC,T1,10.51
2787,233,Français,T2,17.59
2788,233,Histoire-Géographie,T2,6.64
2789,233,SVT,T1,13.54
2790,233,Physique-Chimie,T2,8.44
2791,233,Arts Plastiques,T3,13.33
2792,233,Musique,T3,9.21
2793,233,EPS,T3,7.02
2794,233,Espagnol,T2,16.59
2795,233,Anglais,T1,8.11
2796,233,TICE,T3,13.71
2797,234,Mathématiques,T1,15.34
2798,234,EDHC,T2,10.35
2799,234,Français,T2,7.73
2800,234,Histoire-Géographie,T1,17.89
2801,234,SVT,T3,16.04
2802,234,Physique-Chimie,T1,11.79
2803,234,Arts Plastiques,T2,13.75
2804,234,Musique,T2,15.81
2805,234,EPS,T2,14.28
2806,234,Espagnol,T3,9.93
2807,234,Anglais,T3,17.76
2808,234,TICE,T1,9.45
2809,235,Mathématiques,T2,11.66
2810,235,EDHC,T3,13.75
2811,235,Français,T3,7.4
2812,235,Histoire-Géographie,T3,6.21
2813,235,SVT,T1,13.96
2814,235,Physique-Chimie,T2,11.66
2815,235,Arts Plastiques,T2,6.56
2816,235,Musique,T3,10.78
2817,235,EPS,T3,6.73
2818,235,Espagnol,T1,11.63
2819,235,Anglais,T2,17.24
2820,235,TICE,T1,8.99
2821,236,Mathématiques,T1,8.81
2822,236,EDHC,T1,14.15
2823,236,Français,T2,16.87
2824,236,Histoire-Géographie,T3,12.34
2825,236,SVT,T1,10.57
2826,236,Physique-Chimie,T1,8.49
2827,236,Arts Plastiques,T3,14.96
2828,236,Musique,T3,9.49
2829,236,EPS,T1,6.68
2830,236,Espagnol,T2,7.34
2831,236,Anglais,T3,11.18
2832,236,TICE,T3,7.78
2833,237,Mathématiques,T1,7.35
2834,237,EDHC,T1,10.94
2835,237,Français,T1,16.73
2836,237,Histoire-Géographie,T2,6.15
2837,237,SVT,T2,16.2
2838,237,Physique-Chimie,T2,14.37
2839,237,Arts Plastiques,T3,16.65
2840,237,Musique,T1,7.88
2841,237,EPS,T2,12.79
2842,237,Espagnol,T2,14.47
2843,237,Anglais,T3,11.28
2844,237,TICE,T3,6.68
2845,238,Mathématiques,T1,9.03
2846,238,EDHC,T1,12.5
2847,238,Français,T3,13.3
2848,238,Histoire-Géographie,T3,6.16
2849,238,SVT,T3,16.01
2850,238,Physique-Chimie,T2,8.75
2851,238,Arts Plastiques,T2,11.28
2852,238,Musique,T1,9.6
2853,238,EPS,T1,8.61
2854,238,Espagnol,T1,17.97
2855,238,Anglais,T2,14.51
2856,238,TICE,T2,8.99
2857,239,Mathématiques,T2,11.54
2858,239,EDHC,T2,11.4
2859,239,Français,T2,16.61
2860,239,Histoire-Géographie,T1,9.22
2861,239,SVT,T2,16.91
2862,239,Physique-Chimie,T3,16.0
2863,239,Arts Plastiques,T2,12.71
2864,239,Musique,T1,9.29
2865,239,EPS,T3,13.54
2866,239,Espagnol,T2,12.45
2867,239,Anglais,T1,12.48
2868,239,TICE,T3,13.58
2869,240,Mathématiques,T3,13.0
2870,240,EDHC,T3,9.22
2871,240,Français,T2,12.71
2872,240,Histoire-Géographie,T3,6.91
2873,240,SVT,T1,9.16
2874,240,Physique-Chimie,T3,14.27
2875,240,Arts Plastiques,T1,13.12
2876,240,Musique,T1,8.94
2877,240,EPS,T3,11.14
2878,240,Espagnol,T2,13.75
2879,240,Anglais,T2,17.77
2880,240,TICE,T3,14.38
2881,241,Mathématiques,T2,12.9
2882,241,EDHC,T1,12.2
2883,241,Français,T2,10.11
2884,241,Histoire-Géographie,T2,7.73
2885,241,SVT,T3,11.66
2886,241,Physique-Chimie,T3,15.87
2887,241,Arts Plastiques,T2,17.57
2888,241,Musique,T1,10.01
2889,241,EPS,T2,9.5
2890,241,Espagnol,T3,14.48
2891,241,Anglais,T2,16.55
2892,241,TICE,T3,12.01
2893,242,Mathématiques,T3,6.72
2894,242,EDHC,T1,8.4
2895,242,Français,T2,11.28
2896,242,Histoire-Géographie,T3,14.07
2897,242,SVT,T1,9.81
2898,242,Physique-Chimie,T2,10.06
2899,242,Arts Plastiques,T2,10.83
2900,242,Musique,T1,8.83
2901,242,EPS,T1,14.32
2902,242,Espagnol,T3,14.84
2903,242,Anglais,T3,14.99
2904,242,TICE,T3,11.27
2905,243,Mathématiques,T3,14.26
2906,243,EDHC,T3,13.19
2907,243,Français,T3,10.96
2908,243,Histoire-Géographie,T3,17.47
2909,243,SVT,T1,6.76
2910,243,Physique-Chimie,T1,10.05
2911,243,Arts Plastiques,T2,10.16
2912,243,Musique,T1,17.19
2913,243,EPS,T3,15.48
2914,243,Espagnol,T2,6.99
2915,243,Anglais,T1,12.38
2916,243,TICE,T2,13.62
2917,244,Mathématiques,T3,15.5
2918,244,EDHC,T1,14.35
2919,244,Français,T2,8.17
2920,244,Histoire-Géographie,T1,15.64
2921,244,SVT,T2,13.47
2922,244,Physique-Chimie,T3,6.21
2923,244,Arts Plastiques,T2,8.35
2924,244,Musique,T1,15.25
2925,244,EPS,T1,16.84
2926,244,Espagnol,T2,9.04
2927,244,Anglais,T3,14.08
2928,244,TICE,T3,10.99
2929,245,Mathématiques,T2,10.66
2930,245,EDHC,T3,10.08
2931,245,Français,T1,13.09
2932,245,Histoire-Géographie,T2,7.35
2933,245,SVT,T3,10.42
2934,245,Physique-Chimie,T1,15.56
2935,245,Arts Plastiques,T3,16.97
2936,245,Musique,T2,9.76
2937,245,EPS,T2,13.8
2938,245,Espagnol,T1,6.49
2939,245,Anglais,T1,8.91
2940,245,TICE,T3,17.41
