paiement_id,eleve_id,annee_id,montant,date_paiement,type_paiement
663,188,2022,40000,2024-06-16,mensualité
664,189,2022,30000,2020-10-19,solde
665,189,2022,40000,2024-05-07,solde
666,189,2022,25000,2022-11-04,solde
667,189,2022,25000,2021-01-11,solde
668,190,2023,25000,2021-09-11,inscription
669,190,2023,40000,2024-10-16,solde
670,190,2023,25000,2023-02-04,mensualité
671,190,2023,50000,2025-03-25,inscription
672,191,2023,25000,2023-12-05,mensualité
673,191,2023,30000,2023-07-14,solde
674,191,2023,40000,2021-12-13,inscription
675,192,2022,50000,2023-03-12,solde
676,192,2022,50000,2023-08-12,inscription
677,193,2022,50000,2025-05-26,mensualité
678,193,2022,40000,2023-08-11,inscription
679,193,2022,25000,2025-05-01,solde
680,194,2020,40000,2024-04-16,mensualité
681,194,2020,50000,2021-10-22,solde
682,195,2023,25000,2024-11-24,mensualité
683,195,2023,25000,2024-06-20,solde
684,195,2023,50000,2025-05-23,mensualité
685,195,2023,30000,2024-10-25,inscription
686,195,2023,40000,2022-02-19,inscription
687,196,2024,40000,2024-05-06,inscription
688,196,2024,30000,2021-07-03,mensualité
689,197,2020,25000,2024-06-10,inscription
690,197,2020,30000,2024-03-04,inscription
691,197,2020,25000,2021-11-17,inscription
692,197,2020,25000,2022-05-10,solde
693,198,2020,40000,2022-02-03,mensualité
694,198,2020,30000,2021-11-08,inscription
695,198,2020,30000,2020-09-14,mensualité
696,198,2020,25000,2024-06-01,mensualité
697,199,2022,50000,2024-01-14,mensualité
698,199,2022,40000,2023-12-10,mensualité
699,200,2021,50000,2022-05-16,solde
700,200,2021,40000,2020-11-11,mensualité
701,201,2020,40000,2020-11-13,solde
702,201,2020,40000,2022-01-10,solde
703,201,2020,50000,2023-02-27,solde
704,202,2021,30000,2020-12-02,inscription
705,202,2021,50000,2021-09-19,solde
706,203,2020,25000,2021-08-12,inscription
707,203,2020,40000,2024-01-22,solde
708,203,2020,25000,2023-06-17,mensualité
709,203,2020,50000,2024-07-28,inscription
710,203,2020,50000,2020-09-11,solde
711,204,2024,40000,2022-10-18,inscription
712,204,2024,40000,2023-04-14,inscription
713,204,2024,50000,2025-03-22,inscription
714,205,2022,40000,2024-08-22,mensualité
715,205,2022,40000,2024-02-05,mensualité
716,206,2022,30000,2024-08-25,mensualité
717,206,2022,40000,2025-01-23,inscription
718,207,2023,50000,2024-06-30,mensualité
719,207,2023,30000,2024-03-23,solde
720,207,2023,40000,2023-11-03,mensualité
721,208,2020,30000,2024-11-24,inscription
722,208,2020,40000,2022-06-30,mensualité
723,209,2022,40000,2023-08-27,mensualité
724,209,2022,40000,2024-09-26,inscription
725,210,2023,25000,2023-08-16,solde
726,210,2023,25000,2023-01-22,inscription
727,210,2023,50000,2021-11-21,inscription
728,210,2023,25000,2023-12-06,mensualité
729,210,2023,50000,2024-08-29,mensualité
730,211,2020,30000,2022-07-05,mensualité
731,211,2020,25000,2022-03-23,mensualité
732,211,2020,30000,2023-01-23,mensualité
733,212,2020,30000,2025-02-12,mensualité
734,212,2020,30000,2021-08-25,solde
735,212,2020,50000,2020-11-25,mensualité
736,212,2020,40000,2021-07-10,inscription
737,213,2021,40000,2023-02-22,inscription
738,213,2021,30000,2021-01-09,solde
739,214,2024,25000,2021-08-17,mensualité
740,214,2024,50000,2023-12-01,solde
741,215,2023,50000,2022-10-14,mensualité
742,215,2023,25000,2023-05-09,inscription
743,215,2023,50000,2024-08-30,solde
744,215,2023,25000,2021-10-17,solde
745,215,2023,25000,2020-12-27,mensualité
746,216,2024,40000,2022-04-13,solde
747,216,2024,40000,2021-09-17,solde
748,216,2024,30000,2021-05-02,inscription
749,216,2024,25000,2021-12-12,mensualité
750,216,2024,30000,2024-12-10,mensualité
751,217,2020,25000,2023-06-12,solde
752,217,2020,25000,2025-03-17,inscription
753,217,2020,50000,2025-05-20,mensualité
754,217,2020,30000,2023-01-08,mensualité
755,217,2020,50000,2024-02-29,inscription
756,218,2021,50000,2023-08-11,solde
757,218,2021,25000,2020-12-31,solde
758,218,2021,50000,2022-02-20,inscription
759,218,2021,50000,2024-02-14,mensualité
760,219,2021,50000,2023-03-14,inscription
761,219,2021,50000,2023-08-04,inscription
762,219,2021,25000,2021-01-01,inscription
763,219,2021,50000,2021-07-27,inscription
764,219,2021,40000,2021-07-20,solde
765,220,2024,25000,2023-09-18,inscription
766,220,2024,30000,2022-11-03,solde
767,220,2024,40000,2022-04-24,mensualité
768,221,2021,25000,2023-12-27,solde
769,221,2021,40000,2024-11-05,inscription
770,221,2021,25000,2021-05-29,mensualité
771,222,2022,40000,2022-03-22,solde
772,222,2022,30000,2021-08-25,mensualité
773,222,2022,30000,2024-05-20,inscription
774,223,2021,40000,2022-11-07,inscription
775,223,2021,40000,2024-01-06,solde
776,224,2022,50000,2022-09-13,mensualité
777,224,2022,25000,2023-07-14,inscription
778,224,2022,50000,2020-09-06,mensualité
779,224,2022,25000,2022-11-04,solde
780,225,2023,25000,2021-05-02,solde
781,225,2023,40000,2023-08-07,inscription
782,226,2021,30000,2023-07-04,solde
783,226,2021,50000,2021-08-31,mensualité
784,226,2021,30000,2024-01-28,inscription
785,226,2021,30000,2025-03-07,mensualité
786,227,2023,30000,2024-12-27,inscription
787,227,2023,25000,2025-02-25,mensualité
788,227,2023,25000,2023-12-25,solde
789,227,2023,50000,2020-10-30,inscription
790,227,2023,40000,2023-02-03,solde
791,228,2022,30000,2024-01-24,solde
792,228,2022,30000,2024-12-08,mensualité
793,228,2022,50000,2023-06-05,solde
794,229,2023,30000,2025-04-18,inscription
795,229,2023,30000,2022-09-04,solde
796,229,2023,40000,2023-04-17,solde
797,229,2023,30000,2023-08-25,inscription
798,229,2023,25000,2022-09-17,mensualité
799,230,2024,30000,2021-09-30,mensualité
800,230,2024,40000,2025-01-15,inscription
801,230,2024,50000,2025-01-09,solde
802,231,2021,50000,2022-02-15,inscription
803,231,2021,25000,2021-01-17,solde
804,231,2021,30000,2021-09-20,mensualité
805,232,2023,25000,2022-03-22,solde
806,232,2023,30000,2022-11-14,solde
807,232,2023,40000,2023-01-30,mensualité
808,233,2022,40000,2021-07-22,mensualité
809,233,2022,50000,2021-06-15,mensualité
810,233,2022,50000,2023-04-25,mensualité
811,233,2022,50000,2022-08-15,mensualité
812,233,2022,25000,2023-03-15,inscription
813,234,2024,25000,2021-05-15,inscription
814,234,2024,40000,2020-10-08,inscription
815,234,2024,30000,2021-12-05,solde
816,234,2024,50000,2024-08-11,inscription
817,234,2024,40000,2023-11-26,inscription
818,235,2020,50000,2024-05-14,inscription
819,235,2020,40000,2020-10-26,inscription
820,236,2022,25000,2023-02-19,inscription
821,236,2022,25000,2022-11-02,inscription
822,236,2022,50000,2022-01-03,mensualité
823,236,2022,40000,2020-10-19,solde
824,236,2022,50000,2021-10-18,mensualité
825,237,2024,25000,2023-11-13,mensualité
826,237,2024,50000,2025-01-14,inscription
827,237,2024,25000,2022-12-23,mensualité
828,238,2020,40000,2020-10-27,mensualité
829,238,2020,50000,2023-05-05,mensualité
830,238,2020,25000,2020-10-16,mensualité
831,238,2020,40000,2021-10-22,solde
832,239,2021,50000,2021-04-18,inscription
833,239,2021,50000,2021-09-09,mensualité
834,239,2021,30000,2023-08-25,inscription
835,239,2021,30000,2024-01-11,inscription
836,240,2023,25000,2024-10-09,inscription
837,240,2023,40000,2025-02-16,solde
838,240,2023,40000,2021-04-02,mensualité
839,241,2022,30000,2024-12-15,solde
840,241,2022,50000,2022-11-23,solde
841,242,2024,50000,2023-05-29,solde
842,242,2024,25000,2023-12-19,inscription
843,242,2024,30000,2024-05-27,mensualité
844,242,2024,50000,2022-06-09,solde
845,242,2024,50000,2021-12-17,solde
846,243,2022,50000,2024-04-08,mensualité
847,243,2022,30000,2025-03-13,solde
848,243,2022,25000,2022-01-06,solde
849,243,2022,30000,2024-10-19,mensualité
850,244,2023,40000,2023-01-28,solde
851,244,2023,40000,2024-12-21,mensualité
852,245,2020,40000,2022-06-06,inscription
853,245,2020,30000,2021-01-25,mensualité
854,246,2021,25000,2025-04-17,mensualité
855,246,2021,40000,2025-01-11,solde
856,247,2021,50000,2021-11-23,solde
857,247,2021,25000,2024-05-08,inscription
858,247,2021,50000,2023-12-04,inscription
859,247,2021,25000,2025-03-31,inscription
860,247,2021,40000,2023-12-27,solde
861,248,2024,30000,2021-08-30,solde
862,248,2024,30000,2023-12-08,inscription
863,248,2024,25000,2021-08-03,solde
864,249,2023,40000,2025-04-21,inscription
865,249,2023,40000,2020-09-07,inscription
866,249,2023,40000,2022-03-20,mensualité
867,249,2023,30000,2022-03-27,solde
868,249,2023,30000,2023-12-16,mensualité
869,250,2020,40000,2024-09-25,solde
870,250,2020,25000,2022-10-06,solde
871,250,2020,50000,2022-07-20,mensualité
872,250,2020,30000,2020-10-17,mensualité
873,251,2024,25000,2022-05-12,solde
874,251,2024,25000,2021-01-01,mensualité
875,251,2024,30000,2025-03-01,inscription
876,251,2024,25000,2025-01-03,inscription
877,251,2024,40000,2020-09-23,mensualité
878,252,2024,30000,2023-04-23,solde
879,252,2024,50000,2023-08-19,solde
880,252,2024,30000,2021-04-04,solde
881,253,2022,25000,2023-03-24,mensualité
882,253,2022,50000,2021-07-08,inscription
883,254,2024,25000,2022-02-15,solde
884,254,2024,25000,2020-10-22,mensualité
885,254,2024,40000,2023-08-27,inscription
886,254,2024,25000,2021-06-27,mensualité
887,254,2024,50000,2021-04-20,solde
888,255,2022,50000,2024-11-08,inscription
889,255,2022,50000,2023-08-11,inscription
890,256,2022,40000,2022-10-25,solde
891,256,2022,30000,2025-05-08,mensualité
892,256,2022,50000,2023-07-14,mensualité
893,256,2022,25000,2021-06-18,inscription
894,256,2022,30000,2021-12-23,solde
895,257,2024,25000,2025-03-25,solde
896,257,2024,25000,2021-12-11,inscription
897,257,2024,25000,2024-08-11,inscription
898,257,2024,25000,2023-02-07,mensualité
899,257,2024,50000,2021-04-29,mensualité
900,258,2021,40000,2021-10-22,mensualité
901,258,2021,50000,2021-09-22,solde
902,258,2021,25000,2024-02-09,solde
903,259,2022,25000,2024-02-05,solde
904,259,2022,40000,2021-04-01,mensualité
905,259,2022,25000,2023-10-21,solde
906,259,2022,30000,2022-04-23,solde
907,259,2022,25000,2022-02-23,solde
908,260,2024,50000,2021-11-25,inscription
909,260,2024,50000,2023-08-21,mensualité
910,260,2024,40000,2025-05-07,inscription
911,260,2024,30000,2021-07-31,inscription
912,261,2023,40000,2023-11-10,inscription
913,261,2023,25000,2023-05-26,inscription
914,262,2020,40000,2024-04-23,mensualité
915,262,2020,40000,2024-08-11,inscription
916,262,2020,25000,2021-07-22,mensualité
917,262,2020,40000,2020-11-19,solde
918,262,2020,25000,2023-10-11,mensualité
919,263,2021,25000,2025-01-05,mensualité
920,263,2021,50000,2020-11-13,inscription
921,264,2020,25000,2024-07-12,solde
922,264,2020,30000,2022-03-18,mensualité
923,264,2020,25000,2024-08-06,solde
924,264,2020,40000,2025-03-03,inscription
925,265,2021,30000,2021-05-06,inscription
926,265,2021,50000,2020-11-06,inscription
927,266,2020,40000,2022-08-04,mensualité
928,266,2020,25000,2025-05-22,solde
929,266,2020,30000,2025-02-18,inscription
930,266,2020,40000,2023-09-26,inscription
931,266,2020,25000,2025-03-19,solde
932,267,2020,50000,2023-03-19,inscription
933,267,2020,25000,2020-12-30,inscription
934,267,2020,30000,2024-10-15,mensualité
935,267,2020,30000,2023-02-14,solde
936,267,2020,30000,2022-01-25,mensualité
937,268,2020,25000,2021-03-19,inscription
938,268,2020,25000,2024-11-05,solde
939,269,2022,40000,2023-09-11,mensualité
940,269,2022,40000,2024-11-02,mensualité
941,269,2022,50000,2022-12-12,mensualité
942,270,2022,40000,2023-10-14,mensualité
943,270,2022,25000,2020-12-15,solde
944,271,2024,50000,2022-12-25,inscription
945,271,2024,40000,2024-02-02,inscription
946,271,2024,30000,2021-10-13,inscription
947,271,2024,25000,2023-02-15,solde
948,271,2024,50000,2022-06-01,inscription
949,272,2021,25000,2022-11-24,mensualité
950,272,2021,40000,2021-10-22,inscription
951,272,2021,40000,2021-09-19,mensualité
952,272,2021,25000,2024-11-23,inscription
953,273,2020,25000,2024-03-05,solde
954,273,2020,30000,2023-07-11,mensualité
955,274,2022,30000,2021-07-23,inscription
956,274,2022,50000,2020-11-28,mensualité
957,275,2023,30000,2023-09-13,solde
958,275,2023,40000,2021-07-04,mensualité
959,275,2023,30000,2021-11-14,inscription
960,275,2023,40000,2021-10-26,inscription
961,275,2023,25000,2023-05-21,solde
962,276,2020,50000,2023-01-02,mensualité
963,276,2020,50000,2024-10-05,mensualité
964,277,2021,25000,2022-04-06,inscription
965,277,2021,40000,2021-09-16,solde
966,277,2021,50000,2024-12-16,inscription
967,277,2021,30000,2022-08-01,mensualité
968,278,2024,40000,2025-03-10,mensualité
969,278,2024,25000,2023-07-01,mensualité
970,278,2024,50000,2021-12-19,inscription
971,279,2023,50000,2023-08-19,inscription
972,279,2023,50000,2022-06-23,mensualité
973,279,2023,25000,2020-09-09,inscription
974,279,2023,40000,2021-05-31,inscription
975,280,2021,50000,2021-03-27,mensualité
976,280,2021,25000,2023-10-22,inscription
977,281,2024,50000,2022-01-31,inscription
978,281,2024,40000,2022-01-30,solde
979,282,2023,30000,2022-07-21,mensualité
980,282,2023,25000,2021-08-05,mensualité
981,282,2023,25000,2023-11-04,solde
982,282,2023,30000,2023-07-16,mensualité
983,282,2023,25000,2025-05-16,solde
984,283,2020,30000,2023-02-02,solde
985,283,2020,25000,2022-05-16,mensualité
986,283,2020,25000,2023-04-11,solde
987,284,2022,40000,2022-01-08,mensualité
988,284,2022,25000,2025-03-29,mensualité
989,284,2022,40000,2021-11-11,solde
990,284,2022,50000,2021-08-11,mensualité
991,284,2022,30000,2022-11-29,inscription
992,285,2024,50000,2022-06-19,inscription
993,285,2024,50000,2021-08-11,inscription
994,285,2024,50000,2022-07-28,inscription
995,285,2024,50000,2021-02-16,solde
996,285,2024,40000,2020-10-03,inscription
997,286,2020,30000,2024-09-03,inscription
998,286,2020,25000,2022-08-23,mensualité
999,286,2020,25000,2020-10-09,solde
1000,287,2022,25000,2023-07-08,mensualité
1001,287,2022,30000,2020-11-06,inscription
1002,287,2022,30000,2022-12-14,solde
1003,287,2022,40000,2025-02-16,mensualité
1004,287,2022,25000,2023-04-15,solde
1005,288,2023,30000,2023-11-06,inscription
1006,288,2023,25000,2022-03-07,mensualité
1007,288,2023,40000,2025-03-22,inscription
1008,288,2023,25000,2022-04-21,inscription
1009,289,2020,30000,2025-02-22,inscription
1010,289,2020,25000,2021-05-16,mensualité
1011,289,2020,25000,2021-01-01,mensualité
1012,289,2020,40000,2025-03-30,solde
1013,290,2023,25000,2021-05-18,inscription
1014,290,2023,25000,2020-12-04,inscription
1015,291,2024,40000,2021-05-12,solde
1016,291,2024,40000,2022-08-29,solde
1017,292,2022,25000,2023-09-10,mensualité
1018,292,2022,25000,2024-03-09,inscription
1019,293,2024,50000,2021-04-01,mensualité
1020,293,2024,30000,2023-03-01,inscription
1021,293,2024,40000,2021-07-30,inscription
1022,293,2024,50000,2023-06-02,solde
1023,294,2023,50000,2021-11-01,mensualité
1024,294,2023,50000,2024-08-14,mensualité
1025,294,2023,30000,2021-10-20,inscription
1026,295,2024,25000,2023-09-06,inscription
1027,295,2024,40000,2024-10-21,solde
1028,296,2024,40000,2022-09-10,solde
1029,296,2024,40000,2024-02-08,solde
1030,296,2024,25000,2022-02-24,solde
1031,296,2024,30000,2024-05-17,solde
1032,297,2020,50000,2021-12-30,inscription
1033,297,2020,25000,2021-07-27,inscription
1034,298,2022,40000,2021-05-17,solde
1035,298,2022,40000,2022-09-17,solde
1036,298,2022,25000,2020-11-29,inscription
1037,298,2022,50000,2023-09-06,inscription
1038,299,2022,25000,2025-01-31,solde
1039,299,2022,40000,2022-10-22,solde
1040,300,2024,40000,2022-07-19,mensualité
1041,300,2024,50000,2024-10-11,solde
1042,300,2024,40000,2021-04-11,inscription
1043,300,2024,25000,2023-09-06,mensualité
1044,300,2024,40000,2024-05-02,mensualité
1045,301,2020,30000,2022-05-17,solde
1046,301,2020,25000,2024-03-26,solde
1047,301,2020,30000,2024-01-25,mensualité
1048,302,2022,25000,2024-04-22,solde
1049,302,2022,25000,2024-04-12,mensualité
1050,303,2022,25000,2021-11-24,mensualité
1051,303,2022,50000,2022-07-27,solde
1052,303,2022,25000,2023-12-21,solde
1053,303,2022,40000,2023-12-26,mensualité
1054,303,2022,50000,2024-09-19,inscription
1055,304,2021,30000,2021-08-02,solde
1056,304,2021,30000,2024-10-02,mensualité
1057,304,2021,40000,2021-10-08,mensualité
1058,305,2023,50000,2024-10-18,mensualité
1059,305,2023,40000,2025-03-14,solde
1060,305,2023,50000,2021-11-08,inscription
1061,305,2023,30000,2022-11-02,inscription
1062,305,2023,30000,2022-11-19,inscription
1063,306,2020,25000,2025-01-29,inscription
1064,306,2020,50000,2024-03-02,mensualité
1065,306,2020,25000,2021-02-17,inscription
1066,306,2020,30000,2021-12-14,inscription
1067,306,2020,25000,2023-07-09,mensualité
1068,307,2024,50000,2022-04-15,solde
1069,307,2024,50000,2021-11-30,inscription
1070,307,2024,40000,2022-11-20,inscription
1071,308,2024,40000,2022-02-11,mensualité
1072,308,2024,50000,2025-01-08,solde
1073,309,2023,25000,2021-06-30,solde
1074,309,2023,30000,2021-11-12,inscription
1075,310,2023,25000,2022-11-06,inscription
1076,310,2023,30000,2025-04-26,solde
1077,310,2023,30000,2021-12-11,inscription
1078,311,2021,30000,2022-07-07,inscription
1079,311,2021,25000,2021-01-16,mensualité
1080,311,2021,30000,2021-04-16,inscription
1081,311,2021,50000,2022-12-07,solde
1082,312,2020,40000,2025-05-07,solde
1083,312,2020,40000,2021-06-29,mensualité
1084,312,2020,25000,2024-02-29,inscription
1085,312,2020,25000,2024-07-06,inscription
1086,312,2020,50000,2024-02-10,solde
1087,313,2024,50000,2022-09-09,mensualité
1088,313,2024,30000,2024-09-02,inscription
1089,313,2024,50000,2023-05-11,mensualité
1090,313,2024,25000,2023-11-12,solde
1091,314,2022,25000,2024-08-19,mensualité
1092,314,2022,25000,2023-12-13,inscription
1093,314,2022,25000,2025-04-22,mensualité
1094,314,2022,30000,2020-10-14,solde
1095,314,2022,40000,2023-03-11,inscription
1096,315,2022,25000,2024-07-27,inscription
1097,315,2022,25000,2025-01-09,solde
1098,315,2022,25000,2023-08-19,mensualité
1099,315,2022,25000,2023-03-24,inscription
1100,316,2020,40000,2023-12-29,mensualité
1101,316,2020,25000,2022-09-08,solde
1102,316,2020,40000,2023-01-22,mensualité
1103,316,2020,25000,2020-11-15,solde
1104,317,2020,25000,2023-10-20,inscription
1105,317,2020,50000,2021-02-07,mensualité
1106,317,2020,40000,2023-02-17,mensualité
1107,317,2020,30000,2023-06-10,solde
1108,318,2024,25000,2022-09-11,mensualité
1109,318,2024,30000,2021-07-17,inscription
1110,318,2024,30000,2025-02-27,mensualité
1111,318,2024,40000,2024-02-26,inscription
1112,319,2023,40000,2023-02-15,solde
1113,319,2023,25000,2024-03-03,solde
1114,319,2023,30000,2023-11-12,mensualité
1115,319,2023,40000,2025-04-27,inscription
1116,320,2023,30000,2021-04-21,solde
1117,320,2023,40000,2023-08-20,solde
1118,320,2023,40000,2022-07-09,mensualité
1119,321,2020,50000,2025-05-16,inscription
1120,321,2020,50000,2022-01-04,solde
1121,321,2020,40000,2023-02-07,solde
1122,322,2022,30000,2024-07-06,inscription
1123,322,2022,30000,2022-09-02,mensualité
1124,322,2022,30000,2021-01-24,solde
1125,322,2022,25000,2021-01-13,mensualité
1126,322,2022,50000,2020-11-03,solde
1127,323,2022,25000,2024-04-12,solde
1128,323,2022,25000,2025-05-27,solde
1129,323,2022,30000,2024-01-28,mensualité
1130,323,2022,50000,2024-08-30,mensualité
1131,324,2022,25000,2021-05-02,mensualité
1132,324,2022,30000,2023-07-17,solde
1133,324,2022,30000,2023-07-08,solde
1134,324,2022,40000,2024-01-12,mensualité
1135,324,2022,40000,2021-10-05,solde
1136,325,2023,30000,2023-01-27,inscription
1137,325,2023,50000,2022-12-09,inscription
1138,325,2023,25000,2022-09-29,solde
1139,325,2023,50000,2023-12-11,mensualité
1140,326,2021,50000,2024-06-14,inscription
1141,326,2021,30000,2023-02-22,solde
1142,326,2021,25000,2023-12-01,mensualité
1143,326,2021,25000,2021-07-04,solde
1144,327,2024,40000,2021-07-30,solde
1145,327,2024,50000,2022-08-06,solde
1146,327,2024,25000,2022-04-23,inscription
1147,327,2024,40000,2022-04-27,solde
1148,328,2020,40000,2025-05-17,mensualité
1149,328,2020,40000,2021-03-14,solde
1150,328,2020,25000,2022-06-09,inscription
1151,328,2020,25000,2023-09-25,inscription
1152,328,2020,25000,2022-02-20,solde
1153,329,2021,40000,2021-08-15,mensualité
1154,329,2021,25000,2021-10-01,solde
1155,330,2023,30000,2023-03-05,solde
1156,330,2023,40000,2020-11-20,solde
1157,330,2023,25000,2023-01-30,solde
1158,330,2023,25000,2022-05-16,inscription
1159,330,2023,50000,2023-11-10,inscription
1160,331,2023,25000,2023-06-17,solde
1161,331,2023,30000,2022-07-05,solde
1162,331,2023,40000,2021-01-05,inscription
1163,331,2023,25000,2021-11-19,mensualité
1164,332,2023,50000,2024-03-27,solde
1165,332,2023,50000,2021-05-24,mensualité
1166,332,2023,25000,2024-08-27,inscription
1167,332,2023,25000,2024-09-03,inscription
1168,333,2024,50000,2022-01-07,mensualité
1169,333,2024,40000,2024-07-28,inscription
1170,333,2024,30000,2022-07-08,solde
1171,334,2020,30000,2024-09-26,solde
1172,334,2020,50000,2022-03-04,solde
1173,334,2020,30000,2021-05-13,mensualité
1174,334,2020,40000,2022-12-18,mensualité
1175,335,2020,30000,2021-03-09,solde
1176,335,2020,50000,2024-12-08,solde
1177,335,2020,50000,2025-03-22,inscription
1178,335,2020,50000,2021-01-11,solde
1179,336,2024,30000,2022-07-02,inscription
1180,336,2024,30000,2024-01-18,mensualité
1181,337,2021,40000,2022-09-04,solde
1182,337,2021,25000,2025-04-21,solde
1183,338,2021,30000,2021-06-26,solde
1184,338,2021,25000,2022-03-15,inscription
1185,338,2021,25000,2024-11-03,inscription
1186,338,2021,30000,2022-04-12,solde
1187,339,2020,40000,2021-03-16,inscription
1188,339,2020,40000,2020-11-30,solde
1189,339,2020,50000,2022-02-26,mensualité
1190,340,2020,40000,2025-04-26,inscription
1191,340,2020,30000,2024-03-11,inscription
1192,341,2022,25000,2023-03-15,mensualité
1193,341,2022,25000,2022-08-17,solde
1194,341,2022,30000,2025-05-11,inscription
1195,341,2022,30000,2021-12-26,solde
1196,342,2024,40000,2024-01-03,solde
1197,342,2024,25000,2022-01-11,inscription
1198,342,2024,30000,2024-09-29,mensualité
1199,342,2024,40000,2021-04-09,inscription
1200,342,2024,30000,2024-02-25,solde
1201,343,2023,50000,2022-11-25,inscription
1202,343,2023,30000,2023-09-17,solde
1203,343,2023,40000,2022-06-04,inscription
1204,343,2023,30000,2022-10-12,inscription
1205,343,2023,25000,2022-09-10,solde
1206,344,2020,30000,2021-01-06,solde
1207,344,2020,50000,2023-02-19,solde
1208,344,2020,30000,2025-04-01,inscription
1209,344,2020,30000,2022-08-15,solde
1210,344,2020,40000,2021-10-21,mensualité
1211,345,2023,25000,2021-07-05,solde
1212,345,2023,30000,2021-02-09,inscription
1213,346,2024,25000,2021-01-03,solde
1214,346,2024,30000,2021-12-10,solde
1215,346,2024,30000,2024-01-28,inscription
1216,346,2024,40000,2022-02-15,mensualité
1217,346,2024,40000,2020-11-21,solde
1218,347,2021,30000,2023-03-12,solde
1219,347,2021,25000,2021-11-23,mensualité
1220,347,2021,30000,2020-09-26,solde
1221,348,2020,50000,2024-12-17,mensualité
1222,348,2020,25000,2022-04-30,solde
1223,348,2020,25000,2024-09-19,solde
1224,348,2020,30000,2022-10-01,solde
1225,349,2023,25000,2023-07-23,solde
1226,349,2023,50000,2024-05-05,inscription
1227,350,2021,25000,2024-08-29,mensualité
1228,350,2021,50000,2024-01-03,inscription
1229,350,2021,25000,2020-11-25,solde
1230,350,2021,40000,2024-05-10,mensualité
1231,350,2021,40000,2022-10-03,inscription
1232,351,2023,50000,2023-10-04,mensualité
1233,351,2023,40000,2020-10-19,inscription
1234,352,2022,30000,2024-06-09,solde
1235,352,2022,30000,2023-03-18,mensualité
1236,352,2022,30000,2025-03-19,solde
1237,352,2022,40000,2024-12-25,mensualité
1238,352,2022,30000,2022-12-26,mensualité
1239,353,2022,30000,2023-09-22,inscription
1240,353,2022,40000,2024-11-09,inscription
1241,353,2022,50000,2024-03-12,mensualité
1242,353,2022,50000,2023-04-27,solde
1243,354,2024,40000,2023-09-24,mensualité
1244,354,2024,30000,2024-05-22,mensualité
1245,355,2023,25000,2021-03-27,mensualité
1246,355,2023,25000,2024-03-09,mensualité
1247,355,2023,40000,2021-08-10,inscription
1248,356,2020,50000,2020-11-13,inscription
1249,356,2020,50000,2021-05-12,solde
1250,356,2020,25000,2022-11-29,solde
1251,356,2020,30000,2021-07-29,mensualité
1252,357,2023,50000,2022-09-17,solde
1253,357,2023,30000,2023-10-14,inscription
1254,358,2020,50000,2022-12-13,mensualité
1255,358,2020,25000,2022-11-27,mensualité
1256,358,2020,30000,2022-02-10,mensualité
1257,359,2022,30000,2021-12-09,mensualité
1258,359,2022,30000,2022-12-15,solde
1259,359,2022,30000,2021-02-14,inscription
1260,359,2022,50000,2021-10-08,mensualité
1261,360,2022,50000,2024-03-21,solde
1262,360,2022,25000,2022-04-20,solde
1263,361,2023,25000,2021-07-21,inscription
1264,361,2023,40000,2023-05-20,mensualité
1265,361,2023,25000,2022-05-28,mensualité
1266,361,2023,25000,2023-08-21,solde
1267,362,2024,25000,2021-03-23,mensualité
1268,362,2024,30000,2024-11-19,mensualité
1269,362,2024,25000,2023-12-18,mensualité
1270,363,2021,40000,2021-05-11,inscription
1271,363,2021,25000,2025-04-13,solde
1272,364,2021,50000,2023-05-30,inscription
1273,364,2021,30000,2025-01-14,solde
1274,364,2021,30000,2022-06-08,mensualité
1275,365,2020,25000,2024-07-03,mensualité
1276,365,2020,40000,2024-09-03,solde
1277,366,2022,40000,2023-09-18,solde
1278,366,2022,40000,2023-06-18,solde
1279,366,2022,50000,2024-07-01,solde
1280,366,2022,50000,2023-09-28,mensualité
1281,367,2021,50000,2022-04-05,solde
1282,367,2021,30000,2022-10-24,solde
1283,367,2021,25000,2020-09-19,mensualité
1284,368,2024,40000,2023-01-29,inscription
1285,368,2024,25000,2021-02-22,mensualité
1286,369,2024,30000,2022-07-27,solde
1287,369,2024,40000,2024-05-04,solde
1288,369,2024,25000,2021-11-17,inscription
1289,369,2024,50000,2024-12-12,mensualité
1290,370,2022,50000,2023-03-04,solde
1291,370,2022,40000,2023-02-09,inscription
1292,370,2022,30000,2022-06-03,inscription
1293,371,2022,40000,2021-08-07,inscription
1294,371,2022,40000,2025-05-16,inscription
1295,371,2022,40000,2023-09-12,inscription
1296,371,2022,25000,2024-07-19,inscription
1297,372,2020,40000,2022-02-11,inscription
1298,372,2020,25000,2020-12-31,mensualité
1299,372,2020,40000,2024-05-02,mensualité
1300,372,2020,25000,2024-04-22,inscription
1301,372,2020,30000,2022-09-23,mensualité
1302,373,2023,50000,2022-08-29,inscription
1303,373,2023,25000,2024-08-10,solde
1304,373,2023,50000,2023-02-19,solde
1305,373,2023,40000,2020-09-18,inscription
1306,373,2023,25000,2021-03-21,inscription
1307,374,2024,30000,2024-09-11,inscription
1308,374,2024,40000,2021-04-05,mensualité
1309,374,2024,40000,2021-05-24,solde
1310,375,2020,50000,2025-04-28,inscription
1311,375,2020,50000,2023-07-03,inscription
1312,375,2020,50000,2022-08-25,mensualité
